---------------------------------------------
1 ROUGE-4 Average_R: 0.00089 (95%-conf.int. 0.00019 - 0.00166)
1 ROUGE-4 Average_P: 0.00148 (95%-conf.int. 0.00041 - 0.00272)
1 ROUGE-4 Average_F: 0.00107 (95%-conf.int. 0.00028 - 0.00197)
.............................................
1 ROUGE-4 Eval D1001-A.M.100.A.1 R:0.00433 P:0.00926 F:0.00590
1 ROUGE-4 Eval D1002-A.M.100.A.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1003-A.M.100.A.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1004-A.M.100.A.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1005-A.M.100.A.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1006-A.M.100.A.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1007-A.M.100.B.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1008-A.M.100.B.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1009-A.M.100.B.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1010-A.M.100.B.1 R:0.00840 P:0.01724 F:0.01130
1 ROUGE-4 Eval D1011-A.M.100.C.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1012-A.M.100.C.1 R:0.01282 P:0.01250 F:0.01266
1 ROUGE-4 Eval D1013-A.M.100.C.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1014-A.M.100.C.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1015-A.M.100.C.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1016-A.M.100.C.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1017-A.M.100.D.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1018-A.M.100.D.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1019-A.M.100.D.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1020-A.M.100.D.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1021-A.M.100.D.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1022-A.M.100.D.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1023-A.M.100.E.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1024-A.M.100.E.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1025-A.M.100.E.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1026-A.M.100.E.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1027-A.M.100.E.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1028-A.M.100.E.1 R:0.00439 P:0.01471 F:0.00676
1 ROUGE-4 Eval D1029-A.M.100.F.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1030-A.M.100.F.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1031-A.M.100.F.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1032-A.M.100.F.1 R:0.00800 P:0.00962 F:0.00874
1 ROUGE-4 Eval D1033-A.M.100.F.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1034-A.M.100.F.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1035-A.M.100.G.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1036-A.M.100.G.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1037-A.M.100.G.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1038-A.M.100.G.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1039-A.M.100.G.1 R:0.00429 P:0.00641 F:0.00514
1 ROUGE-4 Eval D1040-A.M.100.G.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1041-A.M.100.H.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1042-A.M.100.H.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1043-A.M.100.H.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1044-A.M.100.H.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1045-A.M.100.H.1 R:0.00000 P:0.00000 F:0.00000
1 ROUGE-4 Eval D1046-A.M.100.H.1 R:0.00000 P:0.00000 F:0.00000
